"date","new_confirmed","new_deaths","ma_conf","ma_deaths"
2021-08-06,42662,959,32785,900.285714285714
2021-08-07,39542,999,33421.2857142857,907.428571428571
2021-08-08,13894,389,32498.5714285714,903.714285714286
2021-08-09,15542,508,32022.4285714286,898.571428571429
2021-08-10,35462,1268,32446.1428571429,903.285714285714
2021-08-11,35443,1045,31718.4285714286,899.142857142857
2021-08-12,35858,1016,31200.4285714286,883.428571428571
2021-08-13,32995,892,29819.4285714286,873.857142857143
2021-08-14,29302,912,28356.5714285714,861.428571428571
2021-08-15,13767,389,28338.4285714286,861.428571428571
2021-08-16,18190,413,28716.7142857143,847.857142857143
2021-08-17,39006,1095,29223,823.142857142857
2021-08-18,40171,990,29898.4285714286,815.285714285714
2021-08-19,36013,1023,29920.5714285714,816.285714285714
2021-08-20,34213,894,30094.5714285714,816.571428571429
2021-08-21,25322,611,29526,773.571428571429
2021-08-22,13945,333,29551.4285714286,765.571428571429
2021-08-23,15654,417,29189.1428571429,766.142857142857
2021-08-24,31809,859,28161,732.428571428571
2021-08-25,29979,887,26705,717.714285714286
2021-08-26,30564,868,25926.5714285714,695.571428571429
2021-08-27,28115,821,25055.4285714286,685.142857142857
2021-08-28,22947,628,24716.1428571429,687.571428571429
2021-08-29,11263,279,24333,679.857142857143
2021-08-30,12801,318,23925.4285714286,665.714285714286
2021-08-31,26846,880,23216.4285714286,668.714285714286
2021-09-01,25748,698,22612,641.714285714286
2021-09-02,27023,782,22106.1428571429,629.428571428571
2021-09-03,20620,691,21035.4285714286,610.857142857143
2021-09-04,23309,687,21087.1428571429,619.285714285714
2021-09-05,12635,271,21283.1428571429,618.142857142857
2021-09-06,10197,220,20911.1428571429,604.142857142857
2021-09-07,13605,327,19019.5714285714,525.142857142857
2021-09-08,14126,249,17359.2857142857,461
2021-09-09,32879,824,18195.8571428571,467
2021-09-10,16455,636,17600.8571428571,459.142857142857
2021-09-11,13762,663,16237,455.714285714286
2021-09-12,7861,305,15555,460.571428571429
2021-09-13,8648,284,15333.7142857143,469.714285714286
2021-09-14,12554,678,15183.5714285714,519.857142857143
2021-09-15,14293,794,15207.4285714286,597.714285714286
2021-09-16,35447,670,15574.2857142857,575.714285714286
2021-09-17,35337,638,18271.7142857143,576
2021-09-18,124878,586,34145.4285714286,565
2021-09-19,9175,248,34333.1428571429,556.857142857143
2021-09-20,-2743,264,32705.8571428571,554
2021-09-21,15959,664,33192.2857142857,552
2021-09-22,32587,675,35805.7142857143,535
2021-09-23,25044,629,34319.5714285714,529.142857142857
2021-09-24,18672,680,31938.8571428571,535.142857142857
2021-09-25,13863,540,16079.5714285714,528.571428571429
2021-09-26,14421,266,16829,531.142857142857
2021-09-27,9418,194,18566.2857142857,521.142857142857
2021-09-28,16973,817,18711.1428571429,543
2021-09-29,16873,681,16466.2857142857,543.857142857143
2021-09-30,27547,608,16823.8571428571,540.857142857143
2021-10-01,18062,490,16736.7142857143,513.714285714286
2021-10-02,12386,454,16525.7142857143,501.428571428571
2021-10-03,9153,226,15773.1428571429,495.714285714286
2021-10-04,11518,204,16073.1428571429,497.142857142857
2021-10-05,22145,684,16812,478.142857142857
2021-10-06,18371,570,17026,462.285714285714
2021-10-07,14791,428,15203.7142857143,436.571428571429
2021-10-08,18535,628,15271.2857142857,456.285714285714
2021-10-09,14804,418,15616.7142857143,451.142857142857
2021-10-10,8412,151,15510.8571428571,440.428571428571
2021-10-11,6993,207,14864.4285714286,440.857142857143
2021-10-12,7355,174,12751.5714285714,368
2021-10-13,8372,207,11323.1428571429,316.142857142857
2021-10-14,15232,572,11386.1428571429,336.714285714286
2021-10-15,14298,507,10780.8571428571,319.428571428571
2021-10-16,9761,465,10060.4285714286,326.142857142857
2021-10-17,6185,128,9742.28571428571,322.857142857143
2021-10-18,9319,202,10074.5714285714,322.142857142857
2021-10-19,13233,378,10914.2857142857,351.285714285714
2021-10-20,15708,400,11962.2857142857,378.857142857143
2021-10-21,16938,466,12206,363.714285714286
2021-10-22,13446,447,12084.2857142857,355.142857142857
2021-10-23,11905,350,12390.5714285714,338.714285714286
2021-10-24,4536,119,12155,337.428571428571
2021-10-25,7827,207,11941.8571428571,338.142857142857
2021-10-26,13345,403,11957.8571428571,341.714285714286
2021-10-27,17124,435,12160.1428571429,346.714285714286
2021-10-28,13686,373,11695.5714285714,333.428571428571
2021-10-29,12677,408,11585.7142857143,327.857142857143
2021-10-30,10016,216,11315.8571428571,308.714285714286
2021-10-31,6130,132,11543.5714285714,310.571428571429
2021-11-01,4626,104,11086.2857142857,295.857142857143
2021-11-02,5918,152,10025.2857142857,260
2021-11-03,16310,190,9909,225
2021-11-04,13247,434,9846.28571428571,233.714285714286
2021-11-05,12998,382,9892.14285714286,230
2021-11-06,11173,302,10057.4285714286,242.285714285714
2021-11-07,5661,70,9990.42857142857,233.428571428571
2021-11-08,6881,118,10312.5714285714,235.428571428571
2021-11-09,11810,211,11154.2857142857,243.857142857143
2021-11-10,14980,268,10964.2857142857,255
2021-11-11,15538,240,11291.5714285714,227.285714285714
2021-11-12,14599,622,11520.2857142857,261.571428571429
2021-11-13,9351,306,11260,262.142857142857
2021-11-14,4309,66,11066.8571428571,261.571428571429
2021-11-15,2743,69,10475.7142857143,254.571428571429
2021-11-16,6568,144,9726.85714285714,245
2021-11-17,13112,377,9460,260.571428571429
2021-11-18,11402,272,8869.14285714286,265.142857142857
2021-11-19,12373,238,8551.14285714286,210.285714285714
2021-11-20,8215,207,8388.85714285714,196.142857142857
2021-11-21,5088,96,8500.14285714286,200.428571428571
2021-11-22,4141,126,8699.85714285714,208.571428571429
2021-11-23,12440,295,9538.71428571429,230.142857142857
2021-11-24,12254,271,9416.14285714286,215
2021-11-25,12283,288,9542,217.285714285714
2021-11-26,10879,305,9328.57142857143,226.857142857143
2021-11-27,8309,227,9342,229.714285714286
2021-11-28,3536,80,9120.28571428571,227.428571428571
2021-11-29,4489,118,9170,226.285714285714
2021-11-30,10300,326,8864.28571428571,230.714285714286
2021-12-01,12266,268,8866,230.285714285714
2021-12-02,11932,196,8815.85714285714,217.142857142857
2021-12-03,10622,233,8779.14285714286,206.857142857143
2021-12-04,7406,147,8650.14285714286,195.428571428571
2021-12-05,4693,71,8815.42857142857,194.142857142857
2021-12-06,6018,132,9033.85714285714,196.142857142857
2021-12-07,10136,261,9010.42857142857,186.857142857143
2021-12-08,10131,240,8705.42857142857,182.857142857143
2021-12-09,8174,194,8168.57142857143,182.571428571429
2021-12-10,7644,234,7743.14285714286,182.714285714286
2021-12-11,2684,53,7068.57142857143,169.285714285714
2021-12-12,1615,82,6628.85714285714,170.857142857143
2021-12-13,2770,45,6164.85714285714,158.428571428571
2021-12-14,4380,113,5342.57142857143,137.285714285714
2021-12-15,4824,141,4584.42857142857,123.142857142857
2021-12-16,3661,114,3939.71428571429,111.714285714286
2021-12-17,4540,364,3496.28571428571,130.285714285714
2021-12-18,2458,138,3464,142.428571428571
2021-12-19,1308,49,3420.14285714286,137.714285714286
2021-12-20,2789,82,3422.85714285714,143
2021-12-21,3734,68,3330.57142857143,136.571428571429
2021-12-22,3412,159,3128.85714285714,139.142857142857
2021-12-23,3731,128,3138.85714285714,141.142857142857
2021-12-24,4030,164,3066,112.571428571429
2021-12-25,3223,46,3175.28571428571,99.4285714285714
2021-12-26,4962,26,3697.28571428571,96.1428571428571
2021-12-27,8110,80,4457.42857142857,95.8571428571429
2021-12-28,8651,170,5159.85714285714,110.428571428571
2021-12-29,9552,117,6037,104.428571428571
2021-12-30,12883,148,7344.42857142857,107.285714285714
2021-12-31,9602,87,8140.42857142857,96.2857142857143
2022-01-01,3545,32,8186.42857142857,94.2857142857143
2022-01-02,2438,41,7825.85714285714,96.4285714285714
2022-01-03,12314,72,8426.42857142857,95.2857142857143
2022-01-04,18954,182,9898.28571428571,97
2022-01-05,28400,127,12590.8571428571,98.4285714285714
2022-01-06,46697,174,17421.4285714286,102.142857142857
2022-01-07,50628,141,23282.2857142857,109.857142857143
